IDDESA,NAMA_KAB,NAMA_KEC,NAMA_DESA,R105,Latitude,R307B_LAT2,Longitude,total_kk,total_penduduk,puskesmas_rawat_inap,puskesmas_tanpa_rawat_inap,pustu,posyandu_aktif,posyandu_bulanan,total_puskesmas,ada_puskesmas,ada_puskesmas_rawat_inap,ada_pustu,ada_posyandu,puskesmas_per_1000,posyandu_per_1000,pustu_per_1000,rasio_posyandu_bulanan,skor_fasilitas,dokter_pria,dokter_wanita,total_dokter,bidan,bdd,ada_dokter,ada_bidan,dokter_per_1000,bidan_per_1000,adequacy_dokter,adequacy_bidan,skor_tenaga_kesehatan,gizi_buruk,gizi_buruk_per_1000,skor_gizi,klb_diare,klb_dbd,total_klb,skor_klb,skor_kondisi_kesehatan,program_stunting,jaminan_bumil_miskin,skor_program_prioritas,sktm,sktm_per_1000,skor_kesejahteraan,skor_kesehatan_total,cluster,label
3501020010,PACITAN,PUNUNG,PLOSO,2,-8.0823601,2,111.0598992,1878,7512,0,0,1,5,5,0,0,0,100,100,0.0,0.6656017039403621,0.1331203407880724,100.0,50.0,0,0,0,1,100,0,100,0.0,0.1331203407880724,0.0,6.656017039403621,22.66240681576145,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,30,3.993610223642172,90.61093663442144,64.7266953673825,2,Desa Mandiri Program
3501020011,PACITAN,PUNUNG,GONDOSARI,1,-8.1104035,2,111.0796538,1540,6160,1,0,0,6,6,1,100,100,0,100,0.1623376623376623,0.974025974025974,0.0,100.0,85.0,1,0,1,3,100,100,100,0.1623376623376623,0.487012987012987,16.233766233766232,24.350649350649352,36.23376623376623,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,50,8.116883116883116,80.91703354918124,77.65014491335968,1,Desa Unggulan
3501020012,PACITAN,PUNUNG,TINATAR,2,-8.08465,2,111.0920117,920,3680,0,0,1,5,5,0,0,0,100,100,0.0,1.358695652173913,0.2717391304347826,100.0,50.0,0,0,0,0,100,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,45,12.22826086956522,71.25109619474478,56.12510961947448,0,Desa Stabil
3501020013,PACITAN,PUNUNG,KEBONSARI,2,-8.0658417,2,111.0803017,593,2372,0,0,0,6,6,0,0,0,0,100,0.0,2.5295109612141653,0.0,100.0,35.0,0,0,0,0,100,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,10,4.2158516020236085,90.0884423830486,59.50884423830486,2,Desa Mandiri Program
3501030001,PACITAN,PRINGKUKU,WATU KARUNG,2,-8.2242796,2,110.9786799,564,2256,0,0,1,2,2,0,0,0,100,100,0.0,0.8865248226950354,0.4432624113475177,100.0,50.0,0,0,0,1,100,0,100,0.0,0.4432624113475177,0.0,22.163120567375884,28.86524822695036,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,0,0.0,100.0,67.21631205673759,2,Desa Mandiri Program
3501030002,PACITAN,PRINGKUKU,DERSONO,2,-8.2037881,2,110.9683077,1139,4556,0,0,0,7,7,0,0,0,0,100,0.0,1.5364354697102722,0.0,100.0,35.0,0,0,0,1,100,0,100,0.0,0.2194907813871817,0.0,10.974539069359086,24.38981562774364,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,60,13.169446883230904,69.03834767242049,58.50128867417796,2,Desa Mandiri Program
3501030003,PACITAN,PRINGKUKU,SUGIHWARAS,2,-8.1915317,2,110.994245,360,1440,0,0,1,2,2,0,0,0,100,100,0.0,1.3888888888888888,0.6944444444444444,100.0,50.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,16,11.11111111111111,73.87753925843475,57.38775392584348,2,Desa Mandiri Program
3501030004,PACITAN,PRINGKUKU,JLUBANG,1,-8.2090815,2,111.0062149,610,2440,0,0,0,2,2,0,0,0,0,100,0.0,0.819672131147541,0.0,100.0,35.0,0,0,0,1,100,0,100,0.0,0.4098360655737705,0.0,20.49180327868853,28.19672131147541,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,26,10.655737704918032,74.9481319117776,60.043993519046616,2,Desa Mandiri Program
3501030005,PACITAN,PRINGKUKU,CANDI,1,-8.219274,2,111.0274409,1296,5184,0,1,0,6,6,1,100,0,0,100,0.1929012345679012,1.1574074074074074,0.0,100.0,65.0,0,0,0,1,100,0,100,0.0,0.1929012345679012,0.0,9.645061728395062,23.858024691358025,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,40,7.716049382716049,81.85940226280192,62.6504463991197,0,Desa Stabil
3501030006,PACITAN,PRINGKUKU,POKO,1,-8.2204547,2,111.0430034,806,3224,0,0,0,3,3,0,0,0,0,100,0.0,0.9305210918114144,0.0,100.0,35.0,0,0,0,1,100,0,100,0.0,0.3101736972704714,0.0,15.508684863523571,26.203473945409428,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,15,4.652605459057072,89.06162468948105,60.95703095530046,2,Desa Mandiri Program
3501030007,PACITAN,PRINGKUKU,DADAPAN,1,-8.2167958,2,111.0579149,715,2860,0,0,0,9,9,0,0,0,0,100,0.0,3.146853146853147,0.0,100.0,35.0,0,0,0,1,100,0,100,0.0,0.3496503496503496,0.0,17.482517482517483,26.993006993007,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,25,8.741258741258742,79.4491130529644,54.19316305354819,0,Desa Stabil
3501030008,PACITAN,PRINGKUKU,PRINGKUKU,1,-8.1893933,2,111.0437549,1335,5340,0,0,0,6,6,0,0,0,0,100,0.0,1.1235955056179776,0.0,100.0,35.0,0,0,0,1,100,0,100,0.0,0.1872659176029962,0.0,9.363295880149812,23.745318352059925,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,86,16.10486891385768,62.13710746447285,57.65004033446227,2,Desa Mandiri Program
3501030009,PACITAN,PRINGKUKU,SOBO,2,-8.1831418,2,111.0212366,285,1140,0,0,0,2,2,0,0,0,0,100,0.0,1.7543859649122808,0.0,100.0,35.0,0,0,0,0,100,0,0,0.0,0.0,0.0,0.0,20.0,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,18,15.789473684210527,62.87860841988097,56.7878608419881,2,Desa Mandiri Program
3501030010,PACITAN,PRINGKUKU,NGADIREJAN,1,-8.1653696,2,111.0443024,1302,5208,0,1,0,6,6,1,100,0,0,100,0.1920122887864823,1.152073732718894,0.0,100.0,65.0,0,1,1,3,100,100,100,0.1920122887864823,0.576036866359447,19.20122887864824,28.80184331797235,39.20122887864824,1,0.1920122887864823,90.2567701051205,0,0,0,100,94.1540620630723,100,0,60.0,48,9.216589861751151,78.33159938487677,64.9642795707642,0,Desa Stabil
3501030011,PACITAN,PRINGKUKU,GLINGGANGAN,1,-8.1541604,2,111.0710505,1231,4924,0,0,0,6,6,0,0,0,0,100,0.0,1.2185215272136476,0.0,100.0,35.0,0,0,0,1,100,0,100,0.0,0.2030869212022745,0.0,10.154346060113728,24.06173842404549,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,50,10.154346060113728,76.12691443195703,53.12812604920707,0,Desa Stabil
3501030012,PACITAN,PRINGKUKU,PELEM,1,-8.1244379,2,111.070612,1389,5556,0,0,1,6,6,0,0,0,100,100,0.0,1.0799136069114472,0.1799856011519078,100.0,50.0,0,0,0,1,100,0,100,0.0,0.1799856011519078,0.0,8.999280057595392,23.59971202303816,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,20,3.599712023038157,91.53699975975208,59.05362798173475,0,Desa Stabil
3501030013,PACITAN,PRINGKUKU,TAMANASRI,1,-8.114741,2,111.0734071,1007,4028,0,0,0,4,4,0,0,0,0,100,0.0,0.9930486593843098,0.0,100.0,35.0,0,0,0,1,100,0,100,0.0,0.2482621648460774,0.0,12.413108242303872,24.96524329692155,1,0.2482621648460774,87.40249719649144,0,0,0,100,92.44149831789484,100,100,100.0,30,7.447864945382324,82.48990963201933,58.47860145101129,2,Desa Mandiri Program
3501040001,PACITAN,PACITAN,SIDOHARJO,1,-8.1961533,2,111.0947963,3322,13288,0,0,1,12,12,0,0,0,100,100,0.0,0.9030704394942806,0.0752558699578567,100.0,50.0,1,1,2,2,100,100,100,0.1505117399157134,0.1505117399157134,15.051173991571345,7.525586995785671,29.03070439494281,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,673,50.64720048163757,0.0,51.2576760987357,4,Desa Miskin Ekstrem
3501040002,PACITAN,PACITAN,PLOSO,1,-8.2031669,2,111.099281,2710,10840,0,0,0,8,8,0,0,0,0,100,0.0,0.7380073800738007,0.0,100.0,35.0,0,3,3,12,100,100,100,0.2767527675276752,1.107011070110701,27.675276752767523,55.350553505535046,53.21033210332103,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,204,18.81918819188192,55.75568457424929,64.37815148325518,5,Desa Tenaga Kesehatan
3501040003,PACITAN,PACITAN,KEMBANG,1,-8.2125009,2,111.1157383,962,3848,0,0,0,4,4,0,0,0,0,100,0.0,1.0395010395010396,0.0,100.0,35.0,0,0,0,1,100,0,100,0.0,0.2598752598752599,0.0,12.993762993762994,25.1975051975052,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,43,11.174636174636175,73.72819047041126,53.17219534641743,0,Desa Stabil
3501040004,PACITAN,PACITAN,SUKOHARJO,1,-8.212684,2,111.1323042,614,2456,0,0,1,3,3,0,0,0,100,100,0.0,1.2214983713355048,0.4071661237785016,100.0,50.0,1,0,1,4,100,100,100,0.4071661237785016,1.6286644951140066,40.71661237785016,81.43322475570032,68.8599348534202,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,62,25.2442996742671,40.650109552958455,65.2799946686509,5,Desa Tenaga Kesehatan
3501040005,PACITAN,PACITAN,KAYEN,1,-8.2116038,2,111.1380285,981,3924,0,0,0,4,4,0,0,0,0,100,0.0,1.0193679918450562,0.0,100.0,35.0,0,0,0,1,100,0,100,0.0,0.254841997961264,0.0,12.742099898063202,25.09683995922528,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,106,27.013251783893985,36.49126516958911,55.42333650676523,4,Desa Miskin Ekstrem
3501040006,PACITAN,PACITAN,SIRNOBOYO,1,-8.2014931,2,111.1152786,1729,6916,0,0,0,4,4,0,0,0,0,100,0.0,0.578368999421631,0.0,100.0,35.0,1,1,2,1,100,100,100,0.2891844997108155,0.1445922498554077,28.91844997108155,7.2296124927703875,34.45922498554077,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,68,9.832272990167729,76.88411513325921,55.80321775971112,0,Desa Stabil
3501040007,PACITAN,PACITAN,ARJOWINANGUN,1,-8.1988454,2,111.1182216,1134,4536,0,0,0,4,4,0,0,0,0,100,0.0,0.8818342151675485,0.0,100.0,35.0,1,1,2,4,100,100,100,0.4409171075837742,0.8818342151675485,44.091710758377424,44.091710758377424,55.27336860670194,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,53,11.684303350970016,72.52995199795718,66.5713373514712,5,Desa Tenaga Kesehatan
3501040008,PACITAN,PACITAN,BALEHARJO,1,-8.1975013,2,111.105039,1275,5100,0,0,0,4,4,0,0,0,0,100,0.0,0.7843137254901961,0.0,100.0,35.0,2,1,3,3,100,100,100,0.588235294117647,0.588235294117647,58.823529411764696,29.411764705882348,55.29411764705882,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,47,9.215686274509803,78.33372373787824,61.15690178555253,5,Desa Tenaga Kesehatan
3501040009,PACITAN,PACITAN,BANGUNSARI,1,-8.1962206,2,111.0854346,1852,7408,0,0,0,7,7,0,0,0,0,100,0.0,0.9449244060475164,0.0,100.0,35.0,1,2,3,5,100,100,100,0.4049676025917926,0.6749460043196543,40.49676025917927,33.74730021598272,49.6976241900648,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,58,7.829373650107991,81.59297447746079,60.08370349526228,0,Desa Stabil
3501040010,PACITAN,PACITAN,SEDENG,1,-8.1810505,2,111.0696017,1102,4408,0,0,1,9,9,0,0,0,100,100,0.0,2.041742286751361,0.2268602540834845,100.0,50.0,0,0,0,2,100,0,100,0.0,0.4537205081669691,0.0,22.686025408348456,29.074410163339383,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,56,12.704174228675136,70.1322136711686,64.2818239079517,2,Desa Mandiri Program
3501040011,PACITAN,PACITAN,SUMBERHARJO,1,-8.1867804,2,111.0928704,581,2324,0,0,0,2,2,0,0,0,0,100,0.0,0.8605851979345955,0.0,100.0,35.0,1,1,2,1,100,100,100,0.8605851979345955,0.4302925989672977,86.05851979345955,21.514629948364888,63.029259896729776,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,25,10.757314974182444,74.70932157120404,68.72824713130285,5,Desa Tenaga Kesehatan
3501040012,PACITAN,PACITAN,PUCANGSEWU,1,-8.1907078,2,111.0994824,1223,4892,0,0,0,4,4,0,0,0,0,100,0.0,0.8176614881439085,0.0,100.0,35.0,4,1,5,1,100,100,100,1.0220768601798855,0.2044153720359771,100.0,10.220768601798856,64.08830744071955,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,52,10.62959934587081,75.009583755003,69.02303523568018,5,Desa Tenaga Kesehatan
3501040013,PACITAN,PACITAN,PACITAN,1,-8.1912802,2,111.1028207,1233,4932,0,0,0,5,5,0,0,0,0,100,0.0,1.013787510137875,0.0,100.0,35.0,5,7,12,7,100,100,100,2.4330900243309004,1.419302514193025,100.0,70.96512570965126,88.3860502838605,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,50,10.13787510137875,76.16563800952076,75.21307637191721,5,Desa Tenaga Kesehatan
3501040014,PACITAN,PACITAN,TANJUNGSARI,1,-8.196944,2,111.1125514,1224,4896,0,1,0,5,5,1,100,0,0,100,0.2042483660130719,1.0212418300653596,0.0,100.0,65.0,1,1,2,4,100,100,100,0.4084967320261438,0.8169934640522876,40.849673202614376,40.849673202614376,52.6797385620915,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,120,24.509803921568626,42.37692483478257,65.90762712400114,5,Desa Tenaga Kesehatan
3501040015,PACITAN,PACITAN,MENADI,1,-8.1943841,2,111.1206136,736,2944,0,0,0,4,4,0,0,0,0,100,0.0,1.358695652173913,0.0,100.0,35.0,0,0,0,2,100,0,100,0.0,0.6793478260869565,0.0,33.96739130434783,33.58695652173913,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,13,4.415760869565217,89.61845140365784,62.85858427080056,2,Desa Mandiri Program
3501040016,PACITAN,PACITAN,MENTORO,1,-8.1940164,2,111.1258047,993,3972,0,1,0,7,7,1,100,0,0,100,0.2517623363544813,1.7623363544813695,0.0,100.0,65.0,3,0,3,0,100,100,0,0.7552870090634441,0.0,75.52870090634441,0.0,50.21148036253777,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,41,10.322255790533736,75.73215505126493,74.62608559576094,1,Desa Unggulan
3501040017,PACITAN,PACITAN,PURWOREJO,1,-8.1859429,2,111.131705,630,2520,0,0,0,3,3,0,0,0,0,100,0.0,1.190476190476191,0.0,100.0,35.0,0,0,0,2,100,0,100,0.0,0.7936507936507936,0.0,39.68253968253968,35.87301587301587,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,50,19.84126984126984,53.352748675776354,59.80352883583161,2,Desa Mandiri Program
3501040018,PACITAN,PACITAN,NANGGUNGAN,1,-8.1823441,2,111.1169351,846,3384,0,0,0,4,4,0,0,0,0,100,0.0,1.182033096926714,0.0,100.0,35.0,1,0,1,1,100,100,100,0.2955082742316784,0.2955082742316784,29.55082742316785,14.775413711583925,37.73049645390071,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,40,11.82033096926714,72.21014814727101,62.15363892820229,2,Desa Mandiri Program
3501040019,PACITAN,PACITAN,WIDORO,1,-8.177499,2,111.1181278,701,2804,0,0,0,4,4,0,0,0,0,100,0.0,1.4265335235378032,0.0,100.0,35.0,0,0,0,1,100,0,100,0.0,0.3566333808844508,0.0,17.83166904422254,27.132667617689016,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,27,9.629101283880171,77.36177617617562,60.019344522039816,2,Desa Mandiri Program
3501040020,PACITAN,PACITAN,SEMANTEN,2,-8.1757476,2,111.1198544,514,2056,0,0,1,3,3,0,0,0,100,100,0.0,1.4591439688715953,0.4863813229571984,100.0,50.0,0,0,0,2,100,0,100,0.0,0.9727626459143968,0.0,48.63813229571984,39.45525291828794,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,3,1.4591439688715953,96.5695212061174,69.52076535018372,2,Desa Mandiri Program
3501040021,PACITAN,PACITAN,BANJARSARI,2,-8.1617668,2,111.1297077,573,2292,0,0,1,5,5,0,0,0,100,100,0.0,2.181500872600349,0.4363001745200698,100.0,50.0,0,0,0,2,100,0,100,0.0,0.8726003490401396,0.0,43.63001745200698,37.45200698080279,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,25,10.907504363001744,74.35622309401319,66.79862405460202,2,Desa Mandiri Program
3501040022,PACITAN,PACITAN,BOLOSINGO,2,-8.1494495,2,111.1243218,479,1916,0,0,1,7,7,0,0,0,100,100,0.0,3.6534446764091855,0.521920668058455,100.0,50.0,0,0,0,1,100,0,100,0.0,0.521920668058455,0.0,26.09603340292276,30.438413361169104,0,0.0,100.0,0,0,0,100,100.0,100,0,60.0,10,5.219206680584551,87.72953305458836,60.38255664575111,0,Desa Stabil
3501040023,PACITAN,PACITAN,SAMBONG,2,-8.1665134,2,111.1015681,1057,4228,0,0,0,4,4,0,0,0,0,100,0.0,0.9460737937559128,0.0,100.0,35.0,0,0,0,2,100,0,100,0.0,0.4730368968779564,0.0,23.651844843897823,29.46073793755913,0,0.0,100.0,0,0,0,100,100.0,100,100,100.0,15,3.547776726584674,91.65910075659578,62.03109456004937,2,Desa Mandiri Program
