IDDESA,NAMA_KAB,NAMA_KEC,NAMA_DESA,R105,Latitude,R307B_LAT2,Longitude,kk_pln,kk_non_pln,kk_tanpa_listrik,total_kk,rasio_pln,rasio_non_pln,rasio_tanpa_listrik,penerangan_jalan,penerangan_surya,skor_listrik,air_minum_aman,air_cuci_bersih,sanitasi_layak,septik_tank,tps,tps3r,bank_sampah,pemilahan_sampah,drainase,skor_sanitasi,skor_air,sungai,irigasi,waduk,mata_air,jumlah_embung,skor_sumber_air,jalan_aspal,jalan_keras,jalan_tanah,akses_jalan,angkutan_trayek,angkutan_non_trayek,angkutan_ada,skor_transportasi,sinyal_telepon,sinyal_internet,jumlah_bts,jumlah_operator,bts_normalized,operator_normalized,komputer_desa,internet_desa,warnet,skor_digital,akses_puskesmas,akses_pasar,akses_sd,skor_aksesibilitas,kantor_desa_ada,kantor_desa_layak,kantor_dalam_wilayah,topografi_datar,permukiman_aman,pesisir,cluster,label_infrastruktur
3501020009,PACITAN,PUNUNG,MANTREN,2,-8.1247162,2,111.0014536,974,0,0,974,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,25,0,45.0,100.0,100,0,100,100,0,60,100,0,0,100.0,100,0,100,100.0,75,100.0,1,4,25.0,66.66666666666666,100,100,100,80.41666666666666,0.0,60.0,100.0,53.0,100,100,100,0,100,0,2,Desa Khusus Geografis
3501020010,PACITAN,PUNUNG,PLOSO,2,-8.0823601,2,111.0598992,1878,0,0,1878,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,0,0,0,45.0,0.0,100,100,0,0,0,50,100,0,0,100.0,0,50,100,100.0,75,100.0,0,4,0.0,66.66666666666666,100,100,0,71.66666666666666,0.0,80.0,100.0,59.0,100,100,100,0,0,0,1,Desa Berkembang
3501020011,PACITAN,PUNUNG,GONDOSARI,1,-8.1104035,2,111.0796538,1540,0,0,1540,100.0,0.0,0.0,100,100,100.0,0,0,100,100,100,0,0,25,0,60.0,0.0,100,100,0,100,0,70,100,0,0,100.0,0,50,100,100.0,75,100.0,2,4,50.0,66.66666666666666,100,100,0,79.16666666666666,0.0,50.0,100.0,50.0,100,100,100,0,0,0,1,Desa Berkembang
3501020012,PACITAN,PUNUNG,TINATAR,2,-8.08465,2,111.0920117,920,0,0,920,100.0,0.0,0.0,100,100,100.0,100,100,100,100,100,100,100,25,100,100.0,100.0,100,100,0,100,0,70,100,0,0,100.0,0,50,100,100.0,75,100.0,0,4,0.0,66.66666666666666,100,100,0,71.66666666666666,0.0,100.0,100.0,65.0,100,100,100,0,0,0,0,Desa Maju
3501020013,PACITAN,PUNUNG,KEBONSARI,2,-8.0658417,2,111.0803017,593,0,0,593,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,0,0,45.0,100.0,100,100,0,100,0,70,100,0,0,100.0,0,50,100,100.0,25,100.0,0,4,0.0,66.66666666666666,100,100,0,61.66666666666666,0.0,60.0,100.0,53.0,100,100,100,0,0,0,1,Desa Berkembang
3501030001,PACITAN,PRINGKUKU,WATU KARUNG,2,-8.2242796,2,110.9786799,564,0,0,564,100.0,0.0,0.0,100,0,95.0,100,100,100,100,100,100,100,0,100,100.0,100.0,100,100,0,100,1,75,100,0,0,100.0,0,50,100,100.0,75,100.0,0,5,0.0,83.33333333333334,100,100,0,73.33333333333334,30.0,30.0,100.0,54.5,100,100,100,0,0,1,0,Desa Maju
3501030002,PACITAN,PRINGKUKU,DERSONO,2,-8.2037881,2,110.9683077,1139,0,0,1139,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,0,0,45.0,100.0,100,100,0,100,5,80,100,0,0,100.0,0,50,100,100.0,75,100.0,1,3,25.0,50.0,100,100,0,73.75,0.0,30.0,100.0,44.0,100,100,100,0,0,0,1,Desa Berkembang
3501030003,PACITAN,PRINGKUKU,SUGIHWARAS,2,-8.1915317,2,110.994245,360,0,0,360,100.0,0.0,0.0,100,100,100.0,100,100,100,100,100,0,0,0,0,60.0,100.0,100,100,0,100,0,70,100,0,0,100.0,0,50,100,100.0,75,100.0,1,3,25.0,50.0,100,100,0,73.75,22.0,0.0,100.0,42.7,100,100,100,0,0,0,1,Desa Berkembang
3501030004,PACITAN,PRINGKUKU,JLUBANG,1,-8.2090815,2,111.0062149,610,0,0,610,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,0,0,45.0,100.0,0,0,0,100,2,30,100,0,0,100.0,0,50,100,100.0,25,100.0,0,4,0.0,66.66666666666666,100,100,0,61.66666666666666,42.0,22.0,100.0,56.3,100,100,100,0,0,1,1,Desa Berkembang
3501030005,PACITAN,PRINGKUKU,CANDI,1,-8.219274,2,111.0274409,1296,0,0,1296,100.0,0.0,0.0,50,0,87.5,100,100,100,100,0,0,0,75,100,55.0,100.0,100,100,100,100,0,90,100,0,0,100.0,0,50,100,100.0,25,75.0,1,2,25.0,33.33333333333333,100,100,0,54.583333333333336,100.0,10.0,100.0,73.0,100,100,100,0,0,1,1,Desa Berkembang
3501030006,PACITAN,PRINGKUKU,POKO,1,-8.2204547,2,111.0430034,806,0,0,806,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,0,0,45.0,100.0,0,0,0,100,3,30,100,0,0,100.0,0,50,100,100.0,75,100.0,2,5,50.0,83.33333333333334,100,100,0,80.83333333333334,77.0,100.0,100.0,91.95,100,100,100,0,0,1,0,Desa Maju
3501030007,PACITAN,PRINGKUKU,DADAPAN,1,-8.2167958,2,111.0579149,715,0,0,715,100.0,0.0,0.0,50,100,92.5,100,100,100,100,100,100,100,0,0,90.0,100.0,0,0,0,100,1,25,100,0,0,100.0,0,50,100,100.0,75,100.0,0,4,0.0,66.66666666666666,100,100,0,71.66666666666666,60.0,100.0,100.0,86.0,100,100,100,0,0,1,0,Desa Maju
3501030008,PACITAN,PRINGKUKU,PRINGKUKU,1,-8.1893933,2,111.0437549,1335,0,0,1335,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,0,0,45.0,100.0,100,100,0,100,6,80,100,0,0,100.0,100,0,100,100.0,75,100.0,2,4,50.0,66.66666666666666,100,100,100,84.16666666666666,73.0,0.0,100.0,60.55,100,100,100,0,0,0,0,Desa Maju
3501030009,PACITAN,PRINGKUKU,SOBO,2,-8.1831418,2,111.0212366,285,0,0,285,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,0,0,45.0,100.0,0,100,0,0,4,40,100,0,0,100.0,100,0,100,100.0,75,100.0,1,6,25.0,100.0,100,100,0,78.75,51.0,68.0,100.0,73.25,100,100,100,0,0,0,0,Desa Maju
3501030010,PACITAN,PRINGKUKU,NGADIREJAN,1,-8.1653696,2,111.0443024,1302,0,0,1302,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,0,0,45.0,100.0,100,100,0,100,5,80,100,0,0,100.0,0,50,100,100.0,25,100.0,0,1,0.0,16.666666666666664,100,100,0,56.66666666666666,100.0,54.0,100.0,86.2,100,100,100,0,0,0,1,Desa Berkembang
3501030011,PACITAN,PRINGKUKU,GLINGGANGAN,1,-8.1541604,2,111.0710505,1231,0,0,1231,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,0,0,0,45.0,0.0,0,100,0,0,1,35,100,0,0,100.0,100,0,100,100.0,75,100.0,1,5,25.0,83.33333333333334,100,100,0,77.08333333333334,63.0,100.0,100.0,87.05,100,100,100,0,0,0,1,Desa Berkembang
3501030012,PACITAN,PRINGKUKU,PELEM,1,-8.1244379,2,111.070612,1389,0,0,1389,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,0,0,0,45.0,0.0,100,100,0,100,0,70,100,0,0,100.0,0,50,100,100.0,75,100.0,0,4,0.0,66.66666666666666,100,100,0,71.66666666666666,30.0,70.0,100.0,66.5,100,100,100,0,0,0,1,Desa Berkembang
3501030013,PACITAN,PRINGKUKU,TAMANASRI,1,-8.114741,2,111.0734071,1006,1,0,1007,99.90069513406156,0.0993048659384309,0.0,100,100,99.95034756703078,0,0,100,100,0,0,0,0,0,45.0,0.0,0,100,0,100,3,60,100,0,0,100.0,0,50,100,100.0,75,100.0,2,4,50.0,66.66666666666666,100,100,0,79.16666666666666,0.0,100.0,100.0,65.0,100,100,100,0,0,0,1,Desa Berkembang
3501040001,PACITAN,PACITAN,SIDOHARJO,1,-8.1961533,2,111.0947963,3322,0,0,3322,100.0,0.0,0.0,100,100,100.0,100,100,100,100,100,100,100,75,100,100.0,100.0,100,100,0,0,0,50,100,0,0,100.0,0,50,100,100.0,75,100.0,2,4,50.0,66.66666666666666,100,100,0,79.16666666666666,80.0,80.0,100.0,87.0,100,100,100,100,0,1,0,Desa Maju
3501040002,PACITAN,PACITAN,PLOSO,1,-8.2031669,2,111.099281,2710,0,0,2710,100.0,0.0,0.0,100,100,100.0,100,100,100,100,100,100,100,75,100,100.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,2,5,50.0,83.33333333333334,100,100,100,90.83333333333331,85.0,80.0,100.0,88.75,100,100,100,100,0,1,0,Desa Maju
3501040003,PACITAN,PACITAN,KEMBANG,1,-8.2125009,2,111.1157383,962,0,0,962,100.0,0.0,0.0,100,100,100.0,100,0,100,100,0,0,0,0,100,55.0,60.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,5,4,100.0,66.66666666666666,100,100,100,96.66666666666669,68.0,93.0,100.0,86.69999999999999,100,100,100,100,0,1,0,Desa Maju
3501040004,PACITAN,PACITAN,SUKOHARJO,1,-8.212684,2,111.1323042,614,0,0,614,100.0,0.0,0.0,100,100,100.0,100,0,100,100,0,0,0,0,100,55.0,60.0,100,100,0,100,1,75,100,0,0,100.0,0,50,100,100.0,100,100.0,0,4,0.0,66.66666666666666,100,100,0,76.66666666666666,64.0,80.0,100.0,81.4,100,100,100,100,0,0,0,Desa Maju
3501040005,PACITAN,PACITAN,KAYEN,1,-8.2116038,2,111.1380285,981,0,0,981,100.0,0.0,0.0,100,0,95.0,0,0,100,100,0,0,100,25,100,65.0,0.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,100,100.0,0,4,0.0,66.66666666666666,100,100,0,76.66666666666666,63.0,75.0,100.0,79.55,100,100,100,0,0,0,1,Desa Berkembang
3501040006,PACITAN,PACITAN,SIRNOBOYO,1,-8.2014931,2,111.1152786,1729,0,0,1729,100.0,0.0,0.0,100,100,100.0,100,0,100,100,100,0,0,0,100,70.0,60.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,1,4,25.0,66.66666666666666,100,100,100,85.41666666666666,83.0,72.0,100.0,85.64999999999999,100,100,100,100,0,0,0,Desa Maju
3501040007,PACITAN,PACITAN,ARJOWINANGUN,1,-8.1988454,2,111.1182216,1134,0,0,1134,100.0,0.0,0.0,100,100,100.0,100,100,100,100,100,100,100,25,100,100.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,3,4,75.0,66.66666666666666,100,100,0,87.91666666666667,86.0,95.0,100.0,93.6,100,100,100,100,0,0,0,Desa Maju
3501040008,PACITAN,PACITAN,BALEHARJO,1,-8.1975013,2,111.105039,1275,0,0,1275,100.0,0.0,0.0,100,0,95.0,100,0,100,100,100,100,0,25,100,90.0,60.0,100,0,0,0,0,20,100,0,0,100.0,100,0,100,100.0,100,100.0,0,4,0.0,66.66666666666666,100,100,0,76.66666666666666,94.0,100.0,100.0,97.9,100,100,100,100,0,0,0,Desa Maju
3501040009,PACITAN,PACITAN,BANGUNSARI,1,-8.1962206,2,111.0854346,1852,0,0,1852,100.0,0.0,0.0,100,0,95.0,0,0,100,100,100,0,0,0,100,70.0,0.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,4,4,100.0,66.66666666666666,100,100,100,96.66666666666669,70.0,100.0,100.0,89.5,100,100,100,100,0,0,0,Desa Maju
3501040010,PACITAN,PACITAN,SEDENG,1,-8.1810505,2,111.0696017,1102,0,0,1102,100.0,0.0,0.0,100,100,100.0,100,100,100,100,0,0,0,0,100,55.0,100.0,100,100,0,100,1,75,100,0,0,100.0,100,0,100,100.0,100,100.0,1,5,25.0,83.33333333333334,100,100,100,87.08333333333334,60.0,100.0,100.0,86.0,100,100,100,0,0,0,0,Desa Maju
3501040011,PACITAN,PACITAN,SUMBERHARJO,1,-8.1867804,2,111.0928704,581,0,0,581,100.0,0.0,0.0,100,0,95.0,0,0,100,100,100,0,0,0,100,70.0,0.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,75,100.0,2,5,50.0,83.33333333333334,100,100,0,80.83333333333334,70.0,80.0,100.0,83.5,100,100,100,100,0,0,0,Desa Maju
3501040012,PACITAN,PACITAN,PUCANGSEWU,1,-8.1907078,2,111.0994824,1223,0,0,1223,100.0,0.0,0.0,100,0,95.0,100,100,100,100,100,0,0,0,100,70.0,100.0,100,0,0,0,1,25,100,0,0,100.0,0,0,0,75.0,100,100.0,0,5,0.0,83.33333333333334,100,100,0,78.33333333333334,87.0,70.0,100.0,86.45,100,100,100,100,0,0,0,Desa Maju
3501040013,PACITAN,PACITAN,PACITAN,1,-8.1912802,2,111.1028207,1233,0,0,1233,100.0,0.0,0.0,100,0,95.0,100,0,100,100,100,0,100,0,100,80.0,60.0,0,0,0,100,2,30,100,0,0,100.0,100,0,100,100.0,100,100.0,1,5,25.0,83.33333333333334,100,100,100,87.08333333333334,92.0,100.0,100.0,97.2,100,100,100,100,0,0,0,Desa Maju
3501040014,PACITAN,PACITAN,TANJUNGSARI,1,-8.196944,2,111.1125514,1224,0,0,1224,100.0,0.0,0.0,100,100,100.0,100,100,100,100,100,0,100,0,100,80.0,100.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,1,5,25.0,83.33333333333334,100,100,100,87.08333333333334,100.0,94.0,100.0,98.2,100,100,100,100,0,0,0,Desa Maju
3501040015,PACITAN,PACITAN,MENADI,1,-8.1943841,2,111.1206136,736,0,0,736,100.0,0.0,0.0,100,100,100.0,100,100,100,100,100,0,0,0,100,70.0,100.0,100,0,0,0,0,20,100,0,0,100.0,100,0,100,100.0,100,100.0,0,5,0.0,83.33333333333334,100,100,100,83.33333333333334,93.0,94.0,100.0,95.75,100,100,100,100,0,0,0,Desa Maju
3501040016,PACITAN,PACITAN,MENTORO,1,-8.1940164,2,111.1258047,993,0,0,993,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,0,0,100,55.0,0.0,100,0,0,0,0,20,100,0,0,100.0,100,0,100,100.0,100,100.0,2,4,50.0,66.66666666666666,100,100,100,89.16666666666667,100.0,92.0,100.0,97.6,100,100,100,100,0,0,0,Desa Maju
3501040017,PACITAN,PACITAN,PURWOREJO,1,-8.1859429,2,111.131705,630,0,0,630,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,0,0,100,55.0,0.0,100,0,0,100,0,40,100,0,0,100.0,100,0,100,100.0,100,100.0,2,4,50.0,66.66666666666666,100,100,0,84.16666666666667,88.0,100.0,100.0,95.8,100,100,100,100,0,0,0,Desa Maju
3501040018,PACITAN,PACITAN,NANGGUNGAN,1,-8.1823441,2,111.1169351,846,0,0,846,100.0,0.0,0.0,100,0,95.0,0,0,100,100,0,0,0,0,100,55.0,0.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,100,100.0,1,4,25.0,66.66666666666666,100,100,0,80.41666666666666,81.0,77.0,100.0,86.44999999999999,100,100,100,100,0,0,0,Desa Maju
3501040019,PACITAN,PACITAN,WIDORO,1,-8.177499,2,111.1181278,701,0,0,701,100.0,0.0,0.0,100,0,95.0,0,0,100,100,0,0,0,25,100,55.0,0.0,100,100,0,0,0,50,100,0,0,100.0,100,0,100,100.0,100,100.0,1,4,25.0,66.66666666666666,100,100,0,80.41666666666666,70.0,77.0,100.0,82.6,100,100,100,0,100,0,2,Desa Khusus Geografis
3501040020,PACITAN,PACITAN,SEMANTEN,2,-8.1757476,2,111.1198544,514,0,0,514,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,0,75,100,55.0,0.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,100,100.0,1,4,25.0,66.66666666666666,100,100,100,85.41666666666666,65.0,60.0,100.0,75.75,100,100,100,0,0,0,0,Desa Maju
3501040021,PACITAN,PACITAN,BANJARSARI,2,-8.1617668,2,111.1297077,573,0,0,573,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,0,25,100,55.0,0.0,100,100,0,100,0,70,100,0,0,100.0,100,0,100,100.0,100,100.0,2,4,50.0,66.66666666666666,100,100,100,89.16666666666667,60.0,100.0,100.0,86.0,100,100,100,100,0,0,0,Desa Maju
3501040022,PACITAN,PACITAN,BOLOSINGO,2,-8.1494495,2,111.1243218,479,0,0,479,100.0,0.0,0.0,100,100,100.0,0,0,100,100,0,0,0,25,100,55.0,0.0,100,100,0,100,0,70,100,0,0,100.0,0,50,100,100.0,100,100.0,0,4,0.0,66.66666666666666,100,100,100,81.66666666666666,40.0,50.0,100.0,64.0,100,100,100,0,0,0,1,Desa Berkembang
3501040023,PACITAN,PACITAN,SAMBONG,2,-8.1665134,2,111.1015681,1057,0,0,1057,100.0,0.0,0.0,100,0,95.0,0,0,100,100,0,0,0,25,0,45.0,0.0,100,0,0,0,0,20,100,0,0,100.0,100,0,100,100.0,75,100.0,0,3,0.0,50.0,100,100,100,75.0,60.0,40.0,100.0,68.0,100,100,100,0,0,0,1,Desa Berkembang
3501040024,PACITAN,PACITAN,PONGGOK,2,-8.148811,2,111.1065835,609,0,0,609,100.0,0.0,0.0,100,100,100.0,0,100,100,100,0,0,0,0,0,45.0,40.0,100,100,0,0,0,50,100,0,0,100.0,0,0,0,75.0,75,100.0,2,4,50.0,66.66666666666666,100,100,100,84.16666666666666,30.0,30.0,100.0,54.5,100,100,100,0,0,0,1,Desa Berkembang
3501040025,PACITAN,PACITAN,TAMBAKREJO,2,-8.147187,2,111.1348652,705,0,0,705,100.0,0.0,0.0,50,100,92.5,0,0,100,100,0,0,0,25,100,55.0,0.0,100,100,0,100,0,70,100,0,0,100.0,0,0,0,75.0,75,100.0,1,3,25.0,50.0,100,100,100,78.75,40.0,20.0,100.0,55.0,100,100,100,100,0,0,1,Desa Berkembang
3501050001,PACITAN,KEBONAGUNG,PLUMBUNGAN,2,-8.2353089,2,111.1284568,407,0,0,407,100.0,0.0,0.0,100,0,95.0,100,100,100,100,0,0,0,25,0,45.0,100.0,100,100,0,100,0,70,100,0,0,100.0,0,50,100,100.0,100,100.0,1,3,25.0,50.0,100,100,100,83.75,10.0,60.0,100.0,56.5,100,100,100,0,0,1,1,Desa Berkembang
